user_id,group_id,event_count,interest_vector
5456,7,44,"0.000000;0.001475;0.000000;0.004800;0.000000;0.000000;0.003963;0.918997;0.010564;0.000000;0.058752;0.001449"
5457,8,129,"0.001448;0.001150;0.000000;0.000000;0.002924;0.001240;0.000997;0.046547;0.942948;0.002745;0.000000;0.000000"
5458,9,55,"0.005872;0.003196;0.006640;0.000000;0.000000;0.000000;0.002658;0.002387;0.036317;0.937962;0.004117;0.000851"
5459,10,99,"0.000000;0.000000;0.000000;0.000000;0.000983;0.000000;0.000000;0.000000;0.000000;0.000000;0.957033;0.041984"
5460,11,63,"0.000000;0.000000;0.004349;0.072131;0.000000;0.000000;0.000000;0.000000;0.001428;0.000000;0.000827;0.921264"
5461,0,64,"0.960696;0.000000;0.000000;0.000000;0.034685;0.000000;0.001606;0.000000;0.000000;0.001680;0.000000;0.001333"
5462,1,31,"0.005208;0.967762;0.000000;0.000000;0.000504;0.003782;0.020920;0.000000;0.000000;0.000000;0.000000;0.001824"
5463,2,229,"0.000431;0.000153;0.944296;0.000343;0.000553;0.000411;0.000000;0.000912;0.000112;0.000160;0.051545;0.001084"
5464,3,31,"0.000000;0.000000;0.000000;0.907416;0.012758;0.004295;0.000000;0.004890;0.056166;0.013529;0.000000;0.000947"
5465,4,244,"0.001041;0.000608;0.000000;0.000155;0.901034;0.002915;0.001051;0.000461;0.090570;0.000866;0.000341;0.000959"
5466,5,57,"0.000000;0.000310;0.000090;0.000000;0.000671;0.935198;0.008320;0.000000;0.000000;0.000000;0.050487;0.004924"
5467,6,66,"0.000000;0.000000;0.037578;0.000000;0.000000;0.001781;0.960641;0.000000;0.000000;0.000000;0.000000;0.000000"
5468,7,52,"0.000000;0.076047;0.002388;0.002134;0.000000;0.000000;0.001821;0.917610;0.000000;0.000000;0.000000;0.000000"
5469,8,61,"0.002306;0.001298;0.001013;0.002199;0.023962;0.001980;0.000850;0.004097;0.958838;0.000872;0.002586;0.000000"
5470,9,30,"0.000000;0.037788;0.000000;0.000000;0.002024;0.000000;0.000000;0.000000;0.000000;0.959928;0.000260;0.000000"
5471,10,74,"0.000000;0.000000;0.000000;0.000000;0.000698;0.000000;0.001031;0.000000;0.000000;0.030792;0.967479;0.000000"
5472,11,209,"0.001008;0.000761;0.001500;0.002130;0.001128;0.038840;0.002364;0.000699;0.001694;0.001514;0.002104;0.946256"
5473,0,211,"0.945454;0.000000;0.001259;0.000000;0.001712;0.002549;0.043046;0.001328;0.000391;0.002538;0.000991;0.000732"
5474,1,167,"0.000000;0.950613;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.049387;0.000000;0.000000"
5475,2,21,"0.000000;0.001969;0.944726;0.000000;0.000000;0.004991;0.004560;0.000000;0.000000;0.004039;0.000000;0.039714"
5476,3,25,"0.000000;0.000000;0.009326;0.849474;0.003261;0.009870;0.000000;0.000000;0.121569;0.000000;0.006499;0.000000"
5477,4,65,"0.000000;0.001232;0.088369;0.000000;0.898888;0.005582;0.001609;0.000678;0.001642;0.000000;0.001321;0.000679"
5478,5,70,"0.000000;0.001366;0.000000;0.000000;0.060889;0.933982;0.000000;0.000000;0.000489;0.001601;0.001673;0.000000"
5479,6,23,"0.000000;0.004121;0.004947;0.000000;0.000000;0.000000;0.966376;0.003602;0.006538;0.014415;0.000000;0.000000"
5480,7,60,"0.002056;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.941055;0.000000;0.000000;0.002063;0.054826"
5481,8,783,"0.001031;0.000412;0.000868;0.001061;0.001041;0.020165;0.001489;0.004231;0.967292;0.001350;0.000480;0.000579"
5482,9,80,"0.000000;0.001367;0.000540;0.000000;0.000000;0.000000;0.001152;0.031446;0.000000;0.965495;0.000000;0.000000"
5483,10,578,"0.000222;0.000920;0.000441;0.000487;0.000060;0.000497;0.000085;0.000605;0.000279;0.061342;0.934508;0.000554"
5484,11,35,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.001870;0.000000;0.003418;0.005762;0.013048;0.975901"
5485,0,20,"0.920775;0.000000;0.000000;0.000000;0.011395;0.015431;0.000000;0.007915;0.000000;0.044485;0.000000;0.000000"
5486,1,41,"0.002570;0.930202;0.001245;0.000000;0.004407;0.046071;0.003822;0.007219;0.003124;0.000000;0.001340;0.000000"
5487,2,51,"0.000000;0.000000;0.937699;0.060536;0.001765;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
5488,3,21,"0.003809;0.004576;0.006619;0.901391;0.000000;0.000000;0.000000;0.000000;0.000000;0.005476;0.078128;0.000000"
5489,4,310,"0.001352;0.000745;0.000663;0.000557;0.881081;0.000000;0.000741;0.000674;0.113532;0.000335;0.000000;0.000321"
5490,5,22,"0.000000;0.000000;0.000000;0.000000;0.000000;0.840329;0.000000;0.147554;0.001558;0.000000;0.010559;0.000000"
5491,6,225,"0.000439;0.000740;0.000872;0.000560;0.001497;0.000501;0.896997;0.092291;0.001002;0.002321;0.001437;0.001342"
5492,7,34,"0.005561;0.000000;0.001737;0.003075;0.000947;0.000000;0.002037;0.930210;0.010847;0.006103;0.038039;0.001445"
5493,8,31,"0.001533;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.060322;0.924212;0.000000;0.002713;0.011220"
5494,9,63,"0.000000;0.001761;0.000000;0.002183;0.000352;0.002767;0.001948;0.000000;0.001633;0.944700;0.004502;0.040153"
5495,10,60,"0.002033;0.001741;0.000678;0.000000;0.000271;0.000000;0.000000;0.001431;0.023380;0.000856;0.969611;0.000000"
5496,11,50,"0.108166;0.002510;0.004030;0.002818;0.004027;0.001582;0.002321;0.000000;0.000809;0.000000;0.000000;0.873738"
5497,0,183,"0.964453;0.001316;0.001435;0.002263;0.002025;0.000000;0.000000;0.001618;0.000278;0.024806;0.000434;0.001373"
5498,1,74,"0.003217;0.966905;0.000285;0.000996;0.001894;0.001621;0.000000;0.000160;0.000000;0.004424;0.019580;0.000918"
5499,2,142,"0.001427;0.000000;0.943540;0.000476;0.001387;0.000000;0.000000;0.052421;0.000289;0.000000;0.000299;0.000160"
5500,3,45,"0.000000;0.000000;0.000000;0.815692;0.000000;0.005336;0.001113;0.000000;0.172875;0.004984;0.000000;0.000000"
5501,4,180,"0.000995;0.000000;0.000023;0.001815;0.929336;0.000651;0.000174;0.060863;0.002693;0.000966;0.000969;0.001514"
5502,5,38,"0.001165;0.000000;0.000000;0.055832;0.000000;0.940729;0.000000;0.000000;0.000000;0.000000;0.000000;0.002274"
5503,6,55,"0.002222;0.000000;0.016268;0.000000;0.000000;0.000000;0.973492;0.000000;0.001653;0.000660;0.003362;0.002343"
5504,7,250,"0.001370;0.000486;0.000139;0.000000;0.000891;0.000560;0.000000;0.921577;0.000585;0.000500;0.000339;0.073553"
5505,8,125,"0.000000;0.023043;0.000927;0.002012;0.001886;0.000477;0.000000;0.002134;0.968469;0.000000;0.000231;0.000822"
5506,9,77,"0.005632;0.002833;0.002318;0.000000;0.002082;0.000000;0.000000;0.001484;0.055603;0.928373;0.000000;0.001675"
5507,10,177,"0.002018;0.001379;0.002927;0.002964;0.002324;0.031130;0.004023;0.001660;0.004657;0.003282;0.942938;0.000699"
5508,11,62,"0.000200;0.000374;0.017733;0.004886;0.000000;0.002000;0.000000;0.006353;0.004324;0.000729;0.002609;0.960792"
5509,0,35,"0.842241;0.000000;0.155296;0.000000;0.000000;0.002463;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
5510,1,57,"0.001600;0.945947;0.046182;0.000000;0.000000;0.002940;0.000000;0.001158;0.000000;0.001221;0.000952;0.000000"
5511,2,25,"0.000000;0.006167;0.833403;0.000000;0.000000;0.000000;0.000000;0.002171;0.000000;0.000000;0.000000;0.158259"
5512,3,157,"0.000089;0.000000;0.000000;0.907936;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.091975;0.000000"
5513,4,78,"0.000000;0.000000;0.000000;0.088306;0.910958;0.000000;0.000000;0.000736;0.000000;0.000000;0.000000;0.000000"
5514,5,48,"0.001913;0.002322;0.000000;0.002708;0.000000;0.964067;0.000000;0.003641;0.000000;0.019314;0.004302;0.001733"
5515,6,60,"0.000000;0.000940;0.000000;0.000000;0.000840;0.000000;0.879184;0.000000;0.000000;0.000000;0.119036;0.000000"
5516,7,227,"0.065998;0.001851;0.002402;0.000386;0.003023;0.002342;0.001099;0.914535;0.002494;0.002180;0.001650;0.002041"
5517,8,27,"0.000000;0.006785;0.000000;0.007787;0.000000;0.000000;0.005615;0.000000;0.883338;0.002620;0.093855;0.000000"
5518,9,30,"0.049147;0.002699;0.003209;0.003051;0.000000;0.006169;0.000000;0.002386;0.000000;0.929203;0.004135;0.000000"
5519,10,224,"0.000043;0.000486;0.001003;0.001284;0.000477;0.026480;0.000756;0.000000;0.000290;0.000000;0.968705;0.000474"
5520,11,227,"0.003688;0.004868;0.001512;0.002321;0.001470;0.052399;0.000277;0.003516;0.002887;0.001489;0.001744;0.923830"
5521,0,237,"0.929014;0.000175;0.000000;0.000000;0.000133;0.000619;0.000000;0.000000;0.000000;0.000538;0.069522;0.000000"
5522,1,50,"0.003719;0.953969;0.000367;0.002752;0.000000;0.000000;0.032318;0.003731;0.000000;0.000000;0.000698;0.002447"
5523,2,179,"0.003262;0.002135;0.947506;0.001549;0.001771;0.027355;0.002964;0.002949;0.003348;0.003831;0.001663;0.001667"
5524,3,49,"0.003344;0.002195;0.000000;0.892901;0.000000;0.005871;0.000000;0.002221;0.040071;0.000000;0.053396;0.000000"
5525,4,27,"0.000000;0.000000;0.007294;0.000000;0.910307;0.007512;0.067779;0.004224;0.000000;0.000000;0.002884;0.000000"
5526,5,31,"0.004005;0.000000;0.000000;0.001335;0.005271;0.959388;0.000000;0.000000;0.000000;0.003621;0.007638;0.018741"
5527,6,30,"0.007247;0.003779;0.000000;0.000000;0.000000;0.000000;0.949244;0.034649;0.000000;0.000000;0.000000;0.005080"
5528,7,143,"0.002527;0.002745;0.001487;0.002502;0.002938;0.002973;0.004762;0.937004;0.001083;0.004227;0.002626;0.035126"
5529,8,50,"0.000000;0.012683;0.001593;0.000000;0.000000;0.001459;0.000501;0.000000;0.980081;0.000654;0.000713;0.002316"
5530,9,40,"0.000000;0.000000;0.000000;0.003251;0.008572;0.048281;0.000000;0.000000;0.000000;0.920115;0.002974;0.016808"
5531,10,43,"0.000000;0.003392;0.002141;0.000000;0.000334;0.000000;0.001685;0.021892;0.001755;0.000360;0.967439;0.001003"
5532,11,94,"0.003991;0.002794;0.005686;0.008885;0.003488;0.010958;0.003252;0.029116;0.006942;0.001078;0.001195;0.922613"
5533,0,24,"0.921748;0.000000;0.078252;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
5534,1,59,"0.000000;0.942267;0.000000;0.057733;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
5535,2,43,"0.000000;0.000000;0.914125;0.085875;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
5536,3,105,"0.010560;0.001088;0.004288;0.915764;0.042208;0.005579;0.000000;0.004631;0.003910;0.000776;0.002327;0.008868"
5537,4,37,"0.005495;0.000000;0.000312;0.000000;0.907905;0.066308;0.004543;0.000000;0.007673;0.000000;0.003175;0.004588"
5538,5,50,"0.023820;0.000000;0.000000;0.001490;0.000196;0.968750;0.000000;0.000000;0.005157;0.000000;0.000587;0.000000"
5539,6,22,"0.000000;0.015229;0.000000;0.000000;0.000000;0.000000;0.979045;0.005726;0.000000;0.000000;0.000000;0.000000"
5540,7,62,"0.000000;0.005024;0.000462;0.003965;0.000000;0.003141;0.001105;0.960516;0.000000;0.020554;0.000000;0.005234"
5541,8,48,"0.000000;0.003589;0.000769;0.071525;0.000000;0.002182;0.006945;0.000000;0.907607;0.003606;0.000000;0.003776"
5542,9,67,"0.000000;0.001036;0.000000;0.000000;0.000000;0.091065;0.000000;0.000000;0.002185;0.905714;0.000000;0.000000"
5543,10,52,"0.006643;0.136148;0.008245;0.003471;0.003686;0.000000;0.000000;0.009342;0.007503;0.005454;0.818295;0.001212"
5544,11,57,"0.002566;0.002024;0.001019;0.000000;0.001288;0.003056;0.002078;0.010022;0.004004;0.036865;0.003847;0.933232"
5545,0,70,"0.908493;0.003341;0.001593;0.003371;0.005544;0.000000;0.000000;0.001636;0.075004;0.000000;0.001018;0.000000"
5546,1,222,"0.003081;0.941126;0.002493;0.002273;0.003676;0.001571;0.001690;0.006457;0.005773;0.026007;0.002463;0.003391"
5547,2,190,"0.000578;0.111369;0.873533;0.001282;0.000608;0.008151;0.000598;0.000902;0.000000;0.001194;0.000785;0.001001"
5548,3,32,"0.000000;0.000000;0.004286;0.933176;0.006512;0.003459;0.000000;0.002000;0.008119;0.004241;0.038208;0.000000"
5549,4,58,"0.000868;0.001772;0.001022;0.020242;0.971933;0.000227;0.001000;0.001182;0.000000;0.000000;0.001755;0.000000"
5550,5,62,"0.000000;0.000000;0.000000;0.000000;0.000000;0.890166;0.000000;0.000000;0.000000;0.000000;0.000000;0.109834"
5551,6,40,"0.007267;0.001364;0.000000;0.000000;0.004877;0.032954;0.938484;0.000000;0.001511;0.006342;0.003575;0.003626"
5552,7,40,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.034698;0.965302;0.000000;0.000000;0.000000;0.000000"
5553,8,200,"0.000827;0.001269;0.000476;0.004783;0.000654;0.000090;0.015279;0.002141;0.964892;0.002805;0.005473;0.001311"
5554,9,518,"0.000438;0.000062;0.085939;0.000535;0.000665;0.000453;0.000417;0.000164;0.000537;0.910352;0.000440;0.000000"
5555,10,358,"0.000923;0.001171;0.000646;0.000942;0.000923;0.000145;0.000312;0.000177;0.050757;0.000142;0.943490;0.000372"
5556,11,76,"0.000392;0.000000;0.000000;0.041617;0.017497;0.001363;0.001747;0.004616;0.001919;0.001493;0.001676;0.927679"
5557,0,29,"0.968716;0.000000;0.002610;0.000000;0.000000;0.005149;0.003521;0.000000;0.000000;0.001275;0.000000;0.018728"
5558,1,57,"0.000000;0.961513;0.000000;0.000000;0.000106;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.038381"
5559,2,74,"0.002870;0.000870;0.926516;0.003274;0.001872;0.002244;0.000000;0.057274;0.003607;0.000543;0.000928;0.000000"
5560,3,779,"0.002732;0.001730;0.001548;0.952152;0.002011;0.001489;0.001464;0.030293;0.002287;0.000806;0.002099;0.001388"
5561,4,46,"0.004026;0.004468;0.000000;0.008067;0.948377;0.003247;0.003254;0.005684;0.002586;0.017907;0.002385;0.000000"
5562,5,77,"0.000620;0.003116;0.001172;0.036670;0.001484;0.936175;0.002451;0.001859;0.006918;0.005834;0.000618;0.003082"
5563,6,57,"0.000000;0.000000;0.030252;0.000000;0.000000;0.004160;0.963368;0.000000;0.000000;0.002219;0.000000;0.000000"
5564,7,570,"0.000491;0.000518;0.001299;0.000197;0.073515;0.000440;0.000198;0.920845;0.000681;0.001175;0.000278;0.000364"
5565,8,39,"0.012600;0.000000;0.001778;0.000000;0.000000;0.000000;0.003542;0.004625;0.909725;0.000000;0.007389;0.060342"
5566,9,46,"0.000000;0.000000;0.000000;0.006595;0.021460;0.001552;0.001574;0.000000;0.003463;0.964000;0.001357;0.000000"
5567,10,21,"0.000000;0.000000;0.000000;0.000000;0.029285;0.000000;0.000000;0.000000;0.010209;0.000000;0.960506;0.000000"
5568,11,76,"0.000077;0.002056;0.001294;0.083847;0.000395;0.000000;0.000000;0.002415;0.000831;0.000816;0.000000;0.908268"
5569,0,44,"0.942985;0.000000;0.000916;0.002797;0.000172;0.001629;0.004100;0.000000;0.003004;0.000000;0.042748;0.001649"
5570,1,59,"0.000000;0.929432;0.000000;0.000503;0.000000;0.000000;0.066640;0.000000;0.000000;0.003425;0.000000;0.000000"
5571,2,131,"0.000000;0.000000;0.970673;0.000656;0.001516;0.000000;0.000430;0.000000;0.000831;0.000000;0.025893;0.000000"
5572,3,76,"0.000000;0.000000;0.000000;0.923749;0.000000;0.000000;0.075291;0.000000;0.000000;0.000000;0.000000;0.000959"
5573,4,97,"0.004236;0.000000;0.000567;0.000973;0.887917;0.033563;0.070266;0.002289;0.000189;0.000000;0.000000;0.000000"
5574,5,79,"0.000000;0.000000;0.001451;0.000000;0.101807;0.892259;0.000000;0.000484;0.002267;0.000000;0.000000;0.001733"
5575,6,52,"0.000000;0.000000;0.000000;0.000000;0.000000;0.062787;0.937213;0.000000;0.000000;0.000000;0.000000;0.000000"
5576,7,85,"0.000000;0.002337;0.127693;0.005109;0.001717;0.002596;0.006943;0.843087;0.004668;0.001787;0.001740;0.002323"
5577,8,798,"0.000851;0.001047;0.000486;0.001041;0.000156;0.001183;0.000349;0.000730;0.946727;0.045269;0.001250;0.000909"
5578,9,66,"0.003108;0.004060;0.000829;0.004050;0.002147;0.002529;0.001424;0.000643;0.001632;0.945583;0.000335;0.033661"
5579,10,48,"0.000000;0.000000;0.002915;0.034431;0.000000;0.000000;0.001434;0.000000;0.000000;0.000000;0.961220;0.000000"
5580,11,63,"0.000000;0.042238;0.000000;0.000000;0.000000;0.005625;0.001164;0.003554;0.000000;0.000000;0.000000;0.947419"
5581,0,74,"0.900564;0.002144;0.001944;0.002004;0.004144;0.002190;0.083178;0.000000;0.000000;0.000000;0.000896;0.002937"
5582,1,29,"0.006052;0.913114;0.006947;0.002196;0.003423;0.000000;0.000000;0.000000;0.053560;0.006588;0.000000;0.008120"
5583,2,22,"0.003277;0.037272;0.952601;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.006850"
5584,3,21,"0.012042;0.000000;0.004218;0.968562;0.005060;0.000000;0.000000;0.001734;0.003115;0.000000;0.005268;0.000000"
5585,4,71,"0.003408;0.003634;0.000000;0.003661;0.939626;0.042679;0.000000;0.000981;0.001962;0.004049;0.000000;0.000000"
5586,5,50,"0.000000;0.000000;0.000000;0.000000;0.000000;0.952781;0.000000;0.047219;0.000000;0.000000;0.000000;0.000000"
5587,6,57,"0.001517;0.045581;0.000000;0.003519;0.000000;0.001595;0.930702;0.003567;0.004520;0.007210;0.001788;0.000000"
5588,7,21,"0.062166;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.934907;0.000000;0.000000;0.002927;0.000000"
5589,8,55,"0.001129;0.000000;0.000554;0.000920;0.000828;0.000000;0.000000;0.000354;0.958542;0.037367;0.000000;0.000307"
5590,9,46,"0.003818;0.001529;0.006109;0.085520;0.000000;0.007414;0.005530;0.004590;0.005110;0.876107;0.001265;0.003008"
5591,10,54,"0.000000;0.000000;0.000000;0.101123;0.000000;0.000000;0.000000;0.001789;0.000329;0.000000;0.896758;0.000000"
5592,11,49,"0.004039;0.000923;0.000000;0.123426;0.000000;0.002112;0.002408;0.000000;0.000000;0.001777;0.000000;0.865315"
5593,0,46,"0.933765;0.000330;0.000000;0.000000;0.000000;0.064404;0.000000;0.000000;0.001501;0.000000;0.000000;0.000000"
5594,1,135,"0.000000;0.933311;0.002034;0.000000;0.001720;0.000801;0.000966;0.001134;0.001217;0.000774;0.003557;0.054486"
5595,2,74,"0.000000;0.002888;0.833055;0.000901;0.001005;0.155624;0.000000;0.001090;0.000000;0.003689;0.000000;0.001749"
5596,3,63,"0.117658;0.000000;0.003103;0.877271;0.000000;0.001442;0.000000;0.000000;0.000527;0.000000;0.000000;0.000000"
5597,4,225,"0.074855;0.000475;0.001152;0.000177;0.920972;0.001112;0.000154;0.000000;0.000000;0.000327;0.000458;0.000320"
5598,5,39,"0.000000;0.000000;0.002284;0.002718;0.002100;0.877455;0.107238;0.003853;0.002967;0.000000;0.000000;0.001385"
5599,6,47,"0.000000;0.000000;0.052446;0.000000;0.000000;0.002686;0.944868;0.000000;0.000000;0.000000;0.000000;0.000000"
5600,7,224,"0.001903;0.001427;0.001001;0.001505;0.004139;0.002081;0.001932;0.926588;0.003988;0.052377;0.001806;0.001253"
5601,8,323,"0.000914;0.005069;0.001015;0.002245;0.001513;0.001486;0.002534;0.001276;0.948876;0.032471;0.000233;0.002366"
5602,9,33,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.016666;0.003521;0.979813;0.000000;0.000000"
5603,10,72,"0.000766;0.000000;0.000000;0.001529;0.001360;0.000000;0.038081;0.001098;0.000000;0.002133;0.954270;0.000763"
5604,11,140,"0.001138;0.001350;0.001199;0.052120;0.001006;0.000000;0.001452;0.000000;0.001204;0.002027;0.000068;0.938435"
5605,0,45,"0.919652;0.059037;0.000000;0.004301;0.000700;0.000000;0.005211;0.000000;0.009560;0.000000;0.001539;0.000000"
5606,1,26,"0.000000;0.930459;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.069541"
5607,2,231,"0.000128;0.002171;0.900348;0.001211;0.089295;0.000563;0.001589;0.000304;0.001141;0.001001;0.000278;0.001973"
5608,3,132,"0.000658;0.000000;0.000454;0.912054;0.000000;0.000000;0.001229;0.000000;0.084203;0.000000;0.000000;0.001402"
5609,4,198,"0.001645;0.000875;0.002271;0.108456;0.872944;0.004224;0.002543;0.001057;0.002133;0.001352;0.001919;0.000581"
5610,5,79,"0.000000;0.004706;0.003689;0.000408;0.000000;0.920764;0.013685;0.005772;0.000797;0.000000;0.045326;0.004853"
5611,6,30,"0.000000;0.000000;0.062813;0.000000;0.000000;0.004602;0.928819;0.000000;0.000000;0.000000;0.000000;0.003766"
5612,7,44,"0.000000;0.003698;0.004218;0.059502;0.006548;0.000000;0.007914;0.890653;0.002507;0.017020;0.005063;0.002876"
5613,8,202,"0.002379;0.002472;0.000993;0.002622;0.002118;0.001725;0.019710;0.000235;0.965066;0.000675;0.001105;0.000901"
5614,9,33,"0.000000;0.080649;0.000000;0.000000;0.004154;0.000000;0.001361;0.002204;0.004605;0.907026;0.000000;0.000000"
5615,10,21,"0.122436;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.877564;0.000000"
5616,11,328,"0.002226;0.000904;0.001780;0.001240;0.001079;0.001909;0.001184;0.000932;0.001113;0.000906;0.017393;0.969334"
5617,0,35,"0.924347;0.008041;0.002435;0.000000;0.003271;0.002031;0.000000;0.054393;0.000000;0.005481;0.000000;0.000000"
5618,1,35,"0.000000;0.967706;0.000000;0.000000;0.000734;0.005715;0.001040;0.000000;0.009452;0.000000;0.000000;0.015352"
5619,2,36,"0.000000;0.040084;0.936868;0.004483;0.000803;0.004344;0.000000;0.003130;0.000000;0.006022;0.004266;0.000000"
5620,3,47,"0.000000;0.002637;0.000000;0.824506;0.001728;0.165929;0.001846;0.000000;0.000000;0.000839;0.002516;0.000000"
5621,4,26,"0.000000;0.010573;0.000000;0.000000;0.705973;0.000000;0.000000;0.000000;0.000000;0.269447;0.014007;0.000000"
5622,5,80,"0.000216;0.000000;0.001617;0.000000;0.000000;0.961661;0.000000;0.000928;0.000000;0.000000;0.035578;0.000000"
5623,6,61,"0.000000;0.000000;0.000000;0.000000;0.000000;0.002407;0.947389;0.000000;0.050204;0.000000;0.000000;0.000000"
5624,7,28,"0.006039;0.000000;0.000000;0.000000;0.008699;0.000000;0.026438;0.958825;0.000000;0.000000;0.000000;0.000000"
5625,8,48,"0.000000;0.038972;0.000000;0.000000;0.003808;0.000000;0.001895;0.001879;0.951668;0.001779;0.000000;0.000000"
5626,9,56,"0.000000;0.000000;0.003736;0.044850;0.003510;0.002153;0.006865;0.008837;0.004229;0.919606;0.002017;0.004197"
5627,10,74,"0.001291;0.003454;0.000000;0.001612;0.000000;0.000000;0.047467;0.003281;0.001100;0.000000;0.940431;0.001364"
5628,11,36,"0.001047;0.000000;0.000000;0.000310;0.041677;0.004412;0.001386;0.002624;0.000875;0.000000;0.004159;0.943511"
5629,0,69,"0.892268;0.002113;0.092129;0.000000;0.000000;0.001298;0.000000;0.005266;0.001333;0.003871;0.000416;0.001305"
5630,1,44,"0.001394;0.938836;0.001281;0.000000;0.007975;0.000000;0.034511;0.001246;0.004181;0.004430;0.006147;0.000000"
5631,2,67,"0.004927;0.002216;0.918736;0.001873;0.008519;0.000000;0.000000;0.042498;0.002120;0.008556;0.003157;0.007399"
5632,3,960,"0.000648;0.000942;0.000547;0.889147;0.105651;0.000635;0.000310;0.000628;0.000541;0.000284;0.000374;0.000293"
5633,4,100,"0.002781;0.069367;0.002316;0.000000;0.908733;0.002570;0.002296;0.001785;0.003367;0.002961;0.000000;0.003825"
5634,5,23,"0.007186;0.000000;0.000000;0.011037;0.000000;0.899819;0.001514;0.003302;0.000000;0.000000;0.022180;0.054962"
5635,6,77,"0.000895;0.000000;0.000000;0.000487;0.000498;0.006758;0.929526;0.003045;0.001363;0.055566;0.001862;0.000000"
5636,7,228,"0.003182;0.001839;0.002964;0.002258;0.079012;0.002446;0.004263;0.885224;0.003756;0.001865;0.010492;0.002698"
5637,8,45,"0.006401;0.000000;0.002273;0.000000;0.000000;0.000000;0.000000;0.013930;0.971347;0.002386;0.002286;0.001377"
5638,9,208,"0.000000;0.000000;0.000382;0.000000;0.000517;0.000727;0.062408;0.000000;0.000000;0.933622;0.001536;0.000807"
5639,10,64,"0.001680;0.000000;0.000000;0.000921;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.944403;0.052996"
5640,11,87,"0.000000;0.003277;0.001480;0.001728;0.073603;0.002286;0.001626;0.000958;0.000725;0.002707;0.002284;0.909326"
5641,0,78,"0.968674;0.001177;0.003051;0.000858;0.003072;0.000000;0.002326;0.004568;0.000000;0.001010;0.003048;0.012218"
5642,1,134,"0.000000;0.947627;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.052373;0.000000;0.000000"
5643,2,76,"0.001640;0.000000;0.964120;0.000000;0.001201;0.000000;0.000517;0.000000;0.000674;0.031448;0.000000;0.000400"
5644,3,174,"0.000903;0.000797;0.000253;0.892886;0.001497;0.001408;0.091240;0.003340;0.003056;0.002632;0.001088;0.000901"
5645,4,161,"0.000911;0.002209;0.001264;0.001852;0.964799;0.001026;0.000000;0.001016;0.000506;0.000535;0.025097;0.000788"
5646,5,27,"0.011390;0.000000;0.000000;0.061438;0.001913;0.915742;0.000000;0.000837;0.000000;0.000000;0.000000;0.008680"
5647,6,60,"0.001556;0.001117;0.001451;0.002672;0.000000;0.000000;0.973732;0.000871;0.014501;0.002506;0.001593;0.000000"
5648,7,69,"0.117410;0.000000;0.003551;0.001795;0.000757;0.000000;0.000000;0.873957;0.000913;0.000000;0.000000;0.001618"
5649,8,72,"0.000000;0.004257;0.001806;0.000477;0.055241;0.000520;0.000000;0.000652;0.930209;0.001533;0.001919;0.003387"
5650,9,62,"0.001385;0.000000;0.000000;0.004358;0.056366;0.000000;0.002839;0.002704;0.004009;0.923598;0.001391;0.003349"
5651,10,41,"0.000000;0.000000;0.085095;0.000000;0.000000;0.000000;0.001106;0.007437;0.000000;0.000000;0.906361;0.000000"
5652,11,414,"0.000272;0.029722;0.001847;0.000808;0.000084;0.001824;0.001031;0.001208;0.000567;0.001323;0.001347;0.959968"
5653,0,172,"0.941321;0.000792;0.000830;0.001972;0.000562;0.002176;0.001215;0.046059;0.000726;0.002732;0.001615;0.000000"
5654,1,53,"0.001141;0.935278;0.000000;0.002724;0.000000;0.003959;0.000380;0.000000;0.002566;0.002019;0.000000;0.051932"
5655,2,777,"0.000000;0.096717;0.903178;0.000000;0.000000;0.000000;0.000033;0.000000;0.000000;0.000072;0.000000;0.000000"
5656,3,29,"0.002160;0.001795;0.004183;0.971956;0.002423;0.000000;0.000000;0.000000;0.002343;0.003100;0.000524;0.011516"
5657,4,50,"0.000898;0.000000;0.000000;0.001760;0.930101;0.000577;0.000000;0.066664;0.000000;0.000000;0.000000;0.000000"
