user_id,group_id,primary_topic,secondary_topic,activity_level,planned_events
5605,0,0,1,0.527069,45
5606,1,1,11,0.543326,26
5607,2,2,4,0.733280,231
5608,3,3,8,0.820001,132
5609,4,4,3,0.726140,198
5610,5,5,10,0.451568,79
5611,6,6,2,0.374928,30
5612,7,7,3,0.398147,44
5613,8,8,6,0.821670,202
5614,9,9,1,0.416504,33
5615,10,10,0,0.461452,21
5616,11,11,10,0.959669,328
5617,0,0,7,0.371928,35
5618,1,1,11,0.454925,35
5619,2,2,1,0.521343,36
5620,3,3,5,0.539870,47
5621,4,4,9,0.493529,26
5622,5,5,10,0.570540,80
5623,6,6,8,0.430246,61
5624,7,7,6,0.549915,28
5625,8,8,1,0.592493,48
5626,9,9,3,0.424413,56
5627,10,10,6,0.434100,74
5628,11,11,4,0.401623,36
5629,0,0,2,0.494160,69
5630,1,1,6,0.368724,44
5631,2,2,7,0.470176,67
5632,3,3,4,1.076903,960
5633,4,4,1,0.672998,100
5634,5,5,11,0.516962,23
5635,6,6,9,0.367251,77
5636,7,7,4,0.869113,228
5637,8,8,7,0.503502,45
5638,9,9,6,0.782096,208
5639,10,10,11,0.570558,64
5640,11,11,4,0.809035,87
5641,0,0,11,0.442433,78
5642,1,1,9,0.701480,134
5643,2,2,9,0.512292,76
5644,3,3,6,0.845484,174
5645,4,4,10,0.765535,161
5646,5,5,3,0.540624,27
5647,6,6,8,0.461036,60
5648,7,7,0,0.554693,69
5649,8,8,4,0.536885,72
5650,9,9,4,0.533744,62
5651,10,10,2,0.538301,41
5652,11,11,1,1.031290,414
5653,0,0,7,0.726137,172
5654,1,1,11,0.394192,53
5655,2,2,1,0.958871,777
5656,3,3,11,0.476177,29
5657,4,4,7,0.518245,50
5658,5,5,10,0.396087,62
5659,6,6,3,0.557910,70
5660,7,7,10,0.418608,28
5661,8,8,2,0.418405,56
5662,9,9,8,0.468208,62
5663,10,10,4,0.550139,30
5664,11,11,6,0.531243,70
5665,0,0,7,0.494907,49
5666,1,1,3,0.842706,163
5667,2,2,4,0.671335,218
5668,3,3,0,0.661951,137
5669,4,4,1,0.502076,26
5670,5,5,6,0.799127,244
5671,6,6,4,0.463654,39
5672,7,7,2,0.471986,67
5673,8,8,10,0.560287,51
5674,9,9,4,0.414521,45
5675,10,10,1,0.449416,71
5676,11,11,6,0.458871,63
5677,0,0,10,0.735423,111
5678,1,1,0,0.428291,66
5679,2,2,9,0.464851,33
5680,3,3,8,0.591030,29
5681,4,4,10,1.087844,326
5682,5,5,6,0.503512,52
5683,6,6,4,1.153445,880
5684,7,7,10,0.396770,69
5685,8,8,9,0.864204,81
5686,9,9,4,0.756324,97
5687,10,10,1,0.398353,52
5688,11,11,5,0.410835,63
5689,0,0,11,0.568884,33
5690,1,1,5,0.650042,242
5691,2,2,8,0.709924,142
5692,3,3,0,0.398378,75
5693,4,4,10,0.436377,61
5694,5,5,4,0.373989,30
5695,6,6,2,0.542760,28
5696,7,7,3,0.786489,184
5697,8,8,11,0.576900,60
5698,9,9,8,0.745381,199
5699,10,10,6,0.504974,30
5700,11,11,4,0.459101,74
5701,0,0,11,0.825444,219
5702,1,1,0,0.471494,77
5703,2,2,9,0.596684,28
5704,3,3,10,0.665338,151
5705,4,4,3,0.546840,77
5706,5,5,11,0.446742,64
5707,6,6,2,0.538628,60
5708,7,7,9,0.470791,26
5709,8,8,0,0.498306,67
5710,9,9,2,0.536126,32
5711,10,10,9,0.874213,247
5712,11,11,2,0.597650,71
5713,0,0,2,0.497979,61
5714,1,1,11,0.458865,26
5715,2,2,9,0.865980,130
5716,3,3,7,1.284182,644
5717,4,4,5,0.599555,66
5718,5,5,10,0.456030,70
5719,6,6,8,0.693895,244
5720,7,7,8,0.365575,33
5721,8,8,10,0.531793,51
5722,9,9,10,0.531375,78
5723,10,10,1,0.456308,49
5724,11,11,4,0.412625,26
5725,0,0,7,0.387144,60
5726,1,1,4,0.567586,64
5727,2,2,8,0.435431,69
5728,3,3,11,0.499713,20
5729,4,4,5,0.675890,223
5730,5,5,1,0.559749,67
5731,6,6,5,0.528385,70
5732,7,7,10,0.436351,73
5733,8,8,2,0.395065,67
5734,9,9,7,0.526847,36
5735,10,10,1,0.559803,72
5736,11,11,8,1.237614,359
5737,0,0,4,0.564603,57
5738,1,1,11,0.590228,41
5739,2,2,8,0.476619,55
5740,3,3,0,0.440981,38
5741,4,4,6,0.544574,23
5742,5,5,10,0.473579,44
5743,6,6,5,0.821474,243
5744,7,7,1,0.741860,247
5745,8,8,2,0.469600,71
5746,9,9,6,0.406925,77
5747,10,10,8,0.742551,240
5748,11,11,8,0.667987,241
5749,0,0,9,0.542379,55
5750,1,1,9,0.561254,31
5751,2,2,5,0.565094,21
5752,3,3,2,0.530946,59
5753,4,4,9,1.114516,327
5754,5,5,8,0.850380,191
5755,6,6,8,0.507761,75
5756,7,7,2,0.543804,71
5757,8,8,10,0.689957,132
5758,9,9,4,0.416999,69
5759,10,10,7,0.460641,56
5760,11,11,3,0.796986,82
5761,0,0,7,0.457066,62
5762,1,1,2,0.392163,53
5763,2,2,1,0.363431,59
5764,3,3,7,0.354207,62
5765,4,4,10,0.848467,109
5766,5,5,3,0.509462,76
5767,6,6,8,0.510782,36
5768,7,7,5,0.508941,31
5769,8,8,1,0.734253,220
5770,9,9,2,0.503599,40
5771,10,10,0,0.850553,149
5772,11,11,2,0.778482,122
5773,0,0,11,0.985167,506
5774,1,1,7,0.485188,34
5775,2,2,10,0.855970,111
5776,3,3,6,1.340174,784
5777,4,4,9,0.356568,47
5778,5,5,8,0.567046,60
5779,6,6,9,0.752827,175
5780,7,7,8,0.695331,211
5781,8,8,10,0.366519,24
5782,9,9,5,0.393669,59
5783,10,10,11,0.949497,886
5784,11,11,6,0.384365,77
5785,0,0,5,0.577913,66
5786,1,1,5,0.708392,111
5787,2,2,8,0.434040,20
5788,3,3,10,0.436476,26
5789,4,4,10,0.595731,54
5790,5,5,1,0.534131,75
5791,6,6,3,0.570017,77
5792,7,7,1,0.428943,72
5793,8,8,2,0.396834,70
5794,9,9,7,0.367778,38
5795,10,10,6,0.566395,43
5796,11,11,8,0.490344,29
5797,0,0,6,0.504823,45
5798,1,1,4,0.382138,52
5799,2,2,5,0.521389,48
5800,3,3,11,0.543896,60
5801,4,4,11,0.577267,60
5802,5,5,7,0.576558,64
5803,6,6,4,0.667399,99
5804,7,7,3,0.373437,57
5805,8,8,9,1.340922,410
5806,9,9,5,0.826661,226
5807,10,10,6,0.560545,40
5808,11,11,6,0.491141,48
5809,0,0,8,0.446350,32
5810,1,1,7,0.867432,156
5811,2,2,4,0.852236,168
5812,3,3,4,0.685755,188
5813,4,4,3,0.497239,25
5814,5,5,11,0.847509,87
5815,6,6,4,0.836780,192
5816,7,7,5,0.413844,72
5817,8,8,2,0.674775,241
5818,9,9,2,0.446046,28
5819,10,10,1,0.464609,74
5820,11,11,4,0.408178,71
5821,0,0,11,0.469524,66
5822,1,1,10,0.471620,28
5823,2,2,7,0.585496,71
5824,3,3,6,0.814762,129
5825,4,4,0,0.693261,188
5826,5,5,7,0.540138,21
5827,6,6,2,0.462580,79
5828,7,7,11,0.496326,27
5829,8,8,0,0.372725,22
5830,9,9,5,0.597231,52
5831,10,10,2,0.374896,33
5832,11,11,0,0.571913,46
5833,0,0,1,1.228334,868
5834,1,1,0,0.768272,191
5835,2,2,7,0.392838,34
5836,3,3,1,0.517618,40
5837,4,4,1,0.499026,73
5838,5,5,6,0.552850,78
5839,6,6,8,0.900451,735
5840,7,7,1,0.548635,68
5841,8,8,7,0.559393,64
5842,9,9,7,0.558547,37
5843,10,10,1,0.409703,64
5844,11,11,9,0.380453,59
5845,0,0,8,0.563356,80
5846,1,1,11,0.873258,102
5847,2,2,6,0.836086,236
5848,3,3,0,0.479103,72
5849,4,4,9,0.480366,69
5850,5,5,9,0.417337,52
5851,6,6,5,0.769071,180
5852,7,7,0,0.454216,39
5853,8,8,9,0.838303,212
5854,9,9,8,0.430885,61
5855,10,10,4,0.418436,36
5856,11,11,8,0.580121,80
5857,0,0,10,0.350884,59
5858,1,1,4,0.703401,87
5859,2,2,3,0.522162,25
5860,3,3,4,0.568616,48
5861,4,4,10,0.485838,46
5862,5,5,1,0.750735,207
5863,6,6,3,0.582727,38
5864,7,7,8,0.557097,32
5865,8,8,10,0.542503,53
5866,9,9,3,0.419925,54
5867,10,10,1,0.429314,41
5868,11,11,5,0.654928,85
5869,0,0,1,0.819366,139
5870,1,1,10,0.525435,29
5871,2,2,1,0.774177,174
5872,3,3,0,0.744162,92
5873,4,4,8,0.735355,92
5874,5,5,1,0.425417,30
5875,6,6,3,0.470385,45
5876,7,7,5,0.872896,217
5877,8,8,1,0.447527,62
5878,9,9,0,0.350128,52
5879,10,10,7,0.699107,240
5880,11,11,3,0.597990,23
5881,0,0,2,0.886061,238
5882,1,1,4,0.703262,98
5883,2,2,4,0.394301,71
5884,3,3,1,0.523747,34
5885,4,4,5,0.407315,65
5886,5,5,11,0.805873,184
5887,6,6,0,0.748157,172
5888,7,7,5,0.402829,23
5889,8,8,10,0.370682,51
5890,9,9,1,0.390941,27
5891,10,10,5,0.405422,45
5892,11,11,6,0.420209,32
5893,0,0,8,0.796153,209
5894,1,1,0,0.483900,58
5895,2,2,3,0.482356,58
5896,3,3,4,0.500690,54
5897,4,4,0,0.469454,80
5898,5,5,7,0.362980,57
5899,6,6,5,0.860006,171
5900,7,7,11,0.364954,44
5901,8,8,9,0.702171,81
5902,9,9,3,0.714855,102
5903,10,10,6,0.511812,51
5904,11,11,7,0.479209,41
5905,0,0,8,0.450349,34
5906,1,1,6,0.439810,26
5907,2,2,5,1.136152,653
5908,3,3,6,0.434626,42
5909,4,4,3,0.680210,172
5910,5,5,11,0.418578,24
5911,6,6,2,1.348499,463
5912,7,7,2,0.789992,231
5913,8,8,2,0.868005,106
5914,9,9,11,0.497832,67
5915,10,10,2,0.377417,53
5916,11,11,3,0.482974,53
5917,0,0,3,0.582440,62
5918,1,1,4,0.877946,160
5919,2,2,0,0.412629,41
5920,3,3,11,0.456882,71
5921,4,4,3,0.408068,27
5922,5,5,9,0.402501,63
5923,6,6,4,0.426394,42
5924,7,7,0,0.404153,80
5925,8,8,5,0.873801,220
5926,9,9,11,0.803105,208
5927,10,10,7,0.717932,96
5928,11,11,3,0.460191,24
5929,0,0,5,0.487784,76
5930,1,1,4,0.528465,21
5931,2,2,11,1.372768,484
5932,3,3,4,0.762138,218
5933,4,4,5,0.567264,28
5934,5,5,8,0.839772,101
5935,6,6,11,0.665832,246
5936,7,7,1,0.436736,55
5937,8,8,5,0.409456,76
5938,9,9,4,0.471154,26
5939,10,10,11,0.473469,23
5940,11,11,10,0.352235,40
5941,0,0,10,0.669093,87
5942,1,1,5,0.434948,42
5943,2,2,11,0.353222,33
5944,3,3,4,0.425006,22
5945,4,4,7,0.567870,40
5946,5,5,9,0.534516,46
5947,6,6,4,0.564160,37
5948,7,7,5,0.514008,41
5949,8,8,4,0.510311,36
5950,9,9,7,0.571840,70
5951,10,10,1,0.598105,52
5952,11,11,3,0.485118,59
5953,0,0,4,0.483195,72
5954,1,1,4,0.584373,62
5955,2,2,4,0.369610,30
5956,3,3,7,0.772549,204
5957,4,4,6,0.758794,118
5958,5,5,9,0.482154,58
5959,6,6,11,0.506828,42
5960,7,7,5,0.540354,41
5961,8,8,9,0.402377,55
5962,9,9,1,0.713091,173
5963,10,10,4,0.433980,57
5964,11,11,6,0.464493,69
5965,0,0,3,0.397744,43
5966,1,1,4,0.454312,48
5967,2,2,11,0.873761,223
5968,3,3,0,0.415153,43
5969,4,4,2,0.581239,38
5970,5,5,9,1.018744,479
5971,6,6,0,0.448446,54
5972,7,7,2,0.472631,47
5973,8,8,7,0.429668,33
5974,9,9,5,0.856603,152
5975,10,10,11,0.926995,553
5976,11,11,4,0.552783,69
5977,0,0,7,0.479576,53
5978,1,1,4,0.705626,196
5979,2,2,0,1.365867,662
5980,3,3,9,0.534796,65
5981,4,4,0,0.425994,23
5982,5,5,2,0.921319,988
5983,6,6,11,1.168757,855
5984,7,7,1,0.811237,87
5985,8,8,9,0.528648,71
5986,9,9,1,0.515278,48
5987,10,10,11,0.404649,78
5988,11,11,6,0.570792,27
5989,0,0,5,0.746592,244
5990,1,1,0,0.535349,39
5991,2,2,3,0.563663,63
5992,3,3,1,0.758209,174
5993,4,4,10,0.530079,54
5994,5,5,7,0.495365,57
5995,6,6,3,0.685412,217
5996,7,7,8,0.894713,234
5997,8,8,5,0.835664,107
5998,9,9,1,0.941597,422
5999,10,10,9,0.451170,58
6000,11,11,3,0.671240,115
6001,0,0,5,0.721057,186
6002,1,1,3,0.366773,62
6003,2,2,7,0.500467,54
6004,3,3,1,0.660563,165
6005,4,4,8,0.426328,61
6006,5,5,9,0.412308,67
6007,6,6,7,0.475914,40
6008,7,7,9,0.523838,37
6009,8,8,11,0.440626,28
6010,9,9,1,1.236594,425
6011,10,10,1,0.580303,23
6012,11,11,6,0.574380,75
6013,0,0,8,0.517805,35
6014,1,1,4,0.356763,75
6015,2,2,7,0.596089,65
6016,3,3,6,0.508006,21
6017,4,4,1,0.397216,35
6018,5,5,7,0.392955,26
6019,6,6,8,0.580817,20
6020,7,7,4,0.425727,42
6021,8,8,0,0.353815,51
6022,9,9,6,0.562406,36
6023,10,10,8,0.404352,45
6024,11,11,7,0.724423,246
6025,0,0,10,0.416782,20
6026,1,1,4,0.805243,94
6027,2,2,0,0.657651,109
6028,3,3,2,0.542096,56
6029,4,4,0,0.546432,21
6030,5,5,9,0.449754,22
6031,6,6,1,0.925277,570
6032,7,7,9,0.576415,46
6033,8,8,7,0.561239,50
6034,9,9,8,0.484828,62
6035,10,10,5,1.117560,938
6036,11,11,8,0.883352,231
6037,0,0,4,0.412417,32
6038,1,1,7,0.579916,79
6039,2,2,7,0.553393,78
6040,3,3,5,0.522679,73
6041,4,4,5,0.375070,27
6042,5,5,8,0.369231,40
6043,6,6,5,0.757195,191
6044,7,7,9,0.396680,33
6045,8,8,1,0.394883,68
6046,9,9,7,0.674670,159
6047,10,10,0,0.499534,78
6048,11,11,7,1.366204,755
6049,0,0,4,0.425177,22
6050,1,1,2,0.421363,31
6051,2,2,0,0.354060,20
6052,3,3,1,0.414669,67
6053,4,4,2,0.360572,70
6054,5,5,11,0.373168,67
6055,6,6,10,0.850383,209
6056,7,7,1,0.726314,199
6057,8,8,5,0.689777,198
6058,9,9,10,0.485855,43
6059,10,10,7,0.405799,34
6060,11,11,3,0.677526,220
6061,0,0,2,0.769237,94
6062,1,1,3,0.698198,250
6063,2,2,10,0.369296,50
6064,3,3,0,0.578505,77
6065,4,4,1,0.479756,64
6066,5,5,4,0.416257,47
6067,6,6,5,0.575345,41
6068,7,7,0,0.438724,20
6069,8,8,9,0.715369,118
6070,9,9,6,0.395640,39
6071,10,10,2,0.406775,68
6072,11,11,6,0.567091,59
6073,0,0,4,0.499403,53
6074,1,1,11,0.576769,45
6075,2,2,11,0.539783,76
6076,3,3,11,0.497952,60
6077,4,4,6,0.464709,32
6078,5,5,6,0.479133,27
6079,6,6,3,0.462063,55
6080,7,7,0,0.448238,49
6081,8,8,6,0.409926,33
6082,9,9,8,0.481127,25
6083,10,10,8,0.428297,78
6084,11,11,2,0.680243,199
6085,0,0,9,0.482619,30
6086,1,1,0,0.438400,65
6087,2,2,5,0.506696,25
6088,3,3,1,0.447466,47
6089,4,4,0,0.485786,59
6090,5,5,3,0.473364,78
6091,6,6,0,0.568657,62
6092,7,7,9,0.570037,71
6093,8,8,0,0.596951,25
6094,9,9,8,0.551392,73
6095,10,10,2,1.023804,513
6096,11,11,7,0.808022,194
6097,0,0,1,0.461223,45
6098,1,1,6,0.832806,130
6099,2,2,1,0.405532,66
6100,3,3,6,0.771316,144
6101,4,4,9,0.650531,186
6102,5,5,0,0.513515,62
6103,6,6,1,0.836144,168
6104,7,7,11,0.374825,76
6105,8,8,1,0.433898,69
6106,9,9,0,0.661318,240
6107,10,10,0,0.408176,56
6108,11,11,9,0.478577,71
6109,0,0,1,0.351395,25
6110,1,1,10,0.559718,53
6111,2,2,6,0.884881,171
6112,3,3,5,0.414213,30
6113,4,4,2,0.540282,67
6114,5,5,0,0.676536,235
6115,6,6,10,0.440261,47
6116,7,7,11,0.445403,78
6117,8,8,3,0.530351,69
6118,9,9,1,0.485455,74
6119,10,10,3,0.800829,207
6120,11,11,8,0.505764,62
6121,0,0,5,0.367670,43
6122,1,1,8,0.757971,95
6123,2,2,1,0.569722,61
6124,3,3,6,0.812193,250
6125,4,4,8,0.396780,55
6126,5,5,9,0.418685,66
6127,6,6,10,1.057669,359
6128,7,7,8,0.747227,150
6129,8,8,6,0.565337,55
6130,9,9,4,0.431636,52
6131,10,10,9,0.510636,69
6132,11,11,0,0.571568,45
6133,0,0,9,1.254553,594
6134,1,1,7,0.773946,238
6135,2,2,6,0.651789,236
6136,3,3,0,0.479209,66
6137,4,4,2,0.432797,23
6138,5,5,2,0.471563,27
6139,6,6,0,0.498053,51
6140,7,7,5,0.515861,56
6141,8,8,5,0.459988,52
6142,9,9,6,0.429016,56
6143,10,10,1,0.555901,38
6144,11,11,7,0.431003,20
6145,0,0,11,0.591486,36
6146,1,1,11,0.389499,30
6147,2,2,10,0.365243,41
6148,3,3,8,0.587069,44
6149,4,4,11,0.593577,36
6150,5,5,2,0.441223,47
6151,6,6,11,0.556548,23
6152,7,7,6,0.594789,47
6153,8,8,3,0.517378,34
6154,9,9,11,0.497048,24
6155,10,10,2,0.413300,68
6156,11,11,3,0.727224,149
6157,0,0,10,0.591842,62
6158,1,1,10,0.971413,648
6159,2,2,1,0.429440,75
6160,3,3,9,0.450082,78
6161,4,4,3,0.422087,38
6162,5,5,2,0.814894,150
6163,6,6,11,0.371927,41
6164,7,7,4,0.883715,82
6165,8,8,1,0.737721,168
6166,9,9,10,0.584552,42
6167,10,10,11,0.558603,26
6168,11,11,2,0.468594,56
6169,0,0,2,0.880014,234
6170,1,1,6,0.443088,66
6171,2,2,5,0.859064,150
6172,3,3,9,0.579943,43
6173,4,4,6,0.429338,64
6174,5,5,4,0.701076,195
6175,6,6,5,0.742974,225
6176,7,7,6,0.535152,33
6177,8,8,1,0.832280,98
6178,9,9,6,0.519663,23
6179,10,10,5,0.565232,41
6180,11,11,6,0.820759,199
6181,0,0,2,0.519256,76
6182,1,1,10,0.469916,45
6183,2,2,6,0.382189,78
6184,3,3,11,0.521380,68
6185,4,4,6,0.741390,151
6186,5,5,2,0.369919,39
6187,6,6,8,0.469329,45
6188,7,7,8,0.855767,184
6189,8,8,6,0.354712,57
6190,9,9,0,0.445747,70
6191,10,10,0,0.943801,425
6192,11,11,6,0.376906,30
6193,0,0,8,0.415698,31
6194,1,1,9,0.456708,44
6195,2,2,3,0.486944,62
6196,3,3,10,0.583158,36
6197,4,4,10,0.574275,53
6198,5,5,0,0.455572,40
6199,6,6,5,0.515594,76
6200,7,7,9,0.734090,98
6201,8,8,5,0.409577,58
6202,9,9,7,0.669072,100
6203,10,10,5,0.900298,648
6204,11,11,0,0.594475,69
6205,0,0,10,0.473591,53
6206,1,1,5,0.798438,107
6207,2,2,4,0.442306,60
6208,3,3,10,0.422723,78
6209,4,4,8,0.830497,103
6210,5,5,7,0.860903,85
6211,6,6,7,0.775965,82
6212,7,7,5,0.518604,59
6213,8,8,5,0.552474,53
6214,9,9,3,0.434103,37
6215,10,10,8,0.360091,31
6216,11,11,5,0.516538,48
6217,0,0,11,0.420819,40
6218,1,1,4,1.036472,692
6219,2,2,5,0.431962,34
6220,3,3,6,1.164735,357
6221,4,4,2,0.500448,39
6222,5,5,10,0.494028,63
6223,6,6,3,0.458724,42
6224,7,7,6,0.560496,26
6225,8,8,4,0.381849,23
6226,9,9,6,0.430012,69
6227,10,10,9,0.521404,79
6228,11,11,1,0.398467,40
6229,0,0,7,0.755493,209
6230,1,1,3,0.541934,41
6231,2,2,5,0.753387,141
6232,3,3,4,0.433561,36
6233,4,4,7,0.539096,59
6234,5,5,9,0.510837,26
6235,6,6,5,1.213000,848
6236,7,7,6,0.455251,78
6237,8,8,9,0.432096,28
6238,9,9,10,0.410565,47
6239,10,10,3,0.542352,44
6240,11,11,5,0.468510,48
6241,0,0,2,0.699778,191
6242,1,1,3,0.492969,26
6243,2,2,3,1.037582,301
6244,3,3,5,0.457704,29
6245,4,4,9,0.824714,151
6246,5,5,1,0.419198,59
6247,6,6,2,0.796333,170
6248,7,7,0,0.893943,250
6249,8,8,0,0.378903,69
6250,9,9,11,0.890067,108
6251,10,10,6,0.577120,52
6252,11,11,4,0.451961,61
6253,0,0,7,0.468375,78
6254,1,1,8,0.541169,70
6255,2,2,8,0.468648,77
6256,3,3,10,0.732672,182
6257,4,4,1,0.829979,177
6258,5,5,0,0.506802,78
6259,6,6,10,0.356876,23
6260,7,7,3,0.833449,202
6261,8,8,1,0.526234,44
6262,9,9,4,0.465006,47
6263,10,10,4,0.459634,79
6264,11,11,6,0.352542,69
6265,0,0,2,0.454358,31
6266,1,1,6,0.486842,23
6267,2,2,4,0.464069,52
6268,3,3,0,0.368356,43
6269,4,4,11,0.733951,192
6270,5,5,10,0.536152,69
6271,6,6,5,0.874686,124
6272,7,7,8,0.380670,47
6273,8,8,2,0.513688,40
6274,9,9,6,0.515114,23
6275,10,10,3,0.391128,29
6276,11,11,8,0.487822,60
6277,0,0,2,0.447942,30
6278,1,1,3,0.409006,30
6279,2,2,3,1.260264,468
6280,3,3,5,0.758089,171
6281,4,4,7,0.766128,179
6282,5,5,2,1.374174,666
6283,6,6,7,0.422265,75
6284,7,7,11,0.360310,73
6285,8,8,4,0.534482,20
6286,9,9,4,0.353096,52
6287,10,10,2,0.581320,51
6288,11,11,0,0.924124,603
6289,0,0,5,0.833117,124
6290,1,1,3,0.599633,49
6291,2,2,10,0.501848,47
6292,3,3,6,0.493636,37
6293,4,4,5,0.900350,254
6294,5,5,9,0.529180,58
6295,6,6,0,0.505605,37
6296,7,7,8,0.413347,41
6297,8,8,5,0.461440,65
6298,9,9,8,0.429539,27
6299,10,10,2,0.370849,44
6300,11,11,1,0.557620,54
6301,0,0,9,0.841809,248
6302,1,1,10,0.839369,233
6303,2,2,0,0.594813,36
6304,3,3,8,0.405577,75
6305,4,4,11,0.896053,204
6306,5,5,6,0.786380,210
6307,6,6,3,0.798048,170
6308,7,7,2,0.462974,52
6309,8,8,1,0.656681,134
6310,9,9,10,0.492702,78
6311,10,10,2,0.369480,21
6312,11,11,1,0.575983,31
6313,0,0,8,0.578374,65
6314,1,1,8,0.357582,22
6315,2,2,10,0.573970,60
6316,3,3,9,0.389310,53
6317,4,4,1,0.837268,200
6318,5,5,9,0.417863,69
6319,6,6,0,0.467432,22
6320,7,7,6,0.725290,227
6321,8,8,3,0.480144,80
6322,9,9,4,0.382535,41
6323,10,10,8,0.813593,222
6324,11,11,3,0.393792,42
6325,0,0,4,0.413156,65
6326,1,1,2,0.357297,50
6327,2,2,4,0.485897,38
6328,3,3,1,0.836284,177
6329,4,4,10,0.500729,21
6330,5,5,4,0.417087,36
6331,6,6,1,0.521697,27
6332,7,7,1,0.558141,58
6333,8,8,5,0.580325,38
6334,9,9,8,0.539915,72
6335,10,10,6,0.568667,78
6336,11,11,4,0.529891,40
6337,0,0,9,0.596011,31
6338,1,1,5,0.374450,53
6339,2,2,4,0.495182,22
6340,3,3,7,0.654235,194
6341,4,4,7,0.481587,77
6342,5,5,4,0.592138,64
6343,6,6,2,0.874809,229
6344,7,7,8,0.393930,35
6345,8,8,4,0.457186,20
6346,9,9,5,0.545122,29
6347,10,10,3,0.506516,56
6348,11,11,4,0.451296,75
6349,0,0,5,0.893230,93
6350,1,1,7,0.592538,70
6351,2,2,8,0.652775,243
6352,3,3,2,0.418610,29
6353,4,4,9,0.435019,58
6354,5,5,11,0.874939,84
6355,6,6,7,0.590002,41
6356,7,7,8,0.388733,79
6357,8,8,7,0.836233,234
6358,9,9,6,0.568741,61
6359,10,10,6,0.690802,84
6360,11,11,10,0.453602,66
6361,0,0,4,0.506201,43
6362,1,1,3,0.475581,60
6363,2,2,11,0.576502,40
6364,3,3,10,0.553714,32
6365,4,4,6,1.128515,380
6366,5,5,10,0.847391,136
6367,6,6,7,0.559856,68
6368,7,7,3,1.312424,490
6369,8,8,1,0.776071,234
6370,9,9,5,0.487441,61
6371,10,10,0,0.573411,68
6372,11,11,6,0.438029,74
6373,0,0,6,0.383174,25
6374,1,1,7,0.437665,74
6375,2,2,1,0.438896,69
6376,3,3,2,1.234740,807
6377,4,4,0,0.861410,156
6378,5,5,2,0.595788,58
6379,6,6,3,0.589202,65
6380,7,7,4,0.457980,29
6381,8,8,7,0.896215,140
6382,9,9,2,0.682597,128
6383,10,10,6,0.551081,56
6384,11,11,7,0.513082,75
6385,0,0,1,0.533737,30
6386,1,1,7,1.102485,333
6387,2,2,10,0.433515,69
6388,3,3,0,0.354285,65
6389,4,4,3,0.805095,92
6390,5,5,8,0.444282,36
6391,6,6,3,0.527676,53
6392,7,7,2,0.505043,49
6393,8,8,1,0.422407,24
6394,9,9,2,0.744135,190
6395,10,10,11,0.752317,91
6396,11,11,9,0.770323,242
6397,0,0,2,0.501820,32
6398,1,1,2,0.387483,63
6399,2,2,6,0.709510,219
6400,3,3,5,1.115992,266
6401,4,4,2,0.390063,80
6402,5,5,1,0.366475,23
6403,6,6,10,0.710742,150
6404,7,7,11,0.448583,59
6405,8,8,6,0.541072,80
6406,9,9,7,1.108555,401
6407,10,10,1,1.198877,846
6408,11,11,6,0.883217,216
6409,0,0,1,0.435178,52
6410,1,1,3,0.394348,31
6411,2,2,0,0.428910,58
6412,3,3,9,0.753138,206
6413,4,4,3,1.135144,289
6414,5,5,6,0.550969,61
6415,6,6,7,0.398714,50
6416,7,7,2,0.855086,156
6417,8,8,10,0.449632,33
6418,9,9,5,0.692465,165
6419,10,10,9,0.446812,51
6420,11,11,4,0.588275,60
6421,0,0,3,0.441185,66
6422,1,1,3,0.362985,32
6423,2,2,11,0.399641,25
6424,3,3,9,0.506243,69
6425,4,4,11,0.743035,136
6426,5,5,0,0.651813,96
6427,6,6,11,0.779973,82
6428,7,7,2,0.496931,60
6429,8,8,6,0.462730,40
6430,9,9,10,0.403788,39
6431,10,10,2,0.379766,21
6432,11,11,7,0.843773,81
6433,0,0,10,0.954373,520
6434,1,1,11,0.586300,66
6435,2,2,10,0.383465,71
6436,3,3,9,0.416525,70
6437,4,4,7,0.748812,186
6438,5,5,8,0.743701,109
6439,6,6,3,0.369267,55
6440,7,7,11,0.579800,66
6441,8,8,4,0.362096,65
6442,9,9,1,1.000254,919
6443,10,10,6,0.577760,71
6444,11,11,7,0.886417,145
6445,0,0,4,0.392777,25
6446,1,1,3,0.433373,23
6447,2,2,3,0.539598,54
6448,3,3,11,0.510341,28
6449,4,4,8,0.459576,37
6450,5,5,2,0.588505,37
6451,6,6,8,0.658616,91
6452,7,7,3,0.506569,65
6453,8,8,6,0.539823,38
6454,9,9,6,0.463420,58
6455,10,10,5,0.483554,79
6456,11,11,4,0.888612,186
6457,0,0,10,0.415115,36
6458,1,1,2,0.758968,140
6459,2,2,8,0.848416,153
6460,3,3,9,0.466627,25
6461,4,4,10,0.944179,416
6462,5,5,8,0.522596,45
6463,6,6,9,0.516510,42
6464,7,7,8,0.414048,37
6465,8,8,7,0.599115,40
6466,9,9,2,0.724692,215
6467,10,10,2,0.503260,47
6468,11,11,4,0.548437,76
6469,0,0,5,0.472109,39
6470,1,1,3,0.778524,193
6471,2,2,5,0.408270,23
6472,3,3,6,0.590659,69
6473,4,4,10,0.691711,178
6474,5,5,4,0.380129,41
6475,6,6,0,0.421020,33
6476,7,7,1,0.352419,66
6477,8,8,7,0.571334,57
